country_name,region,incomegroup,year,life_expectancy_world_bank,prevelance_of_undernourishment,co2,health_expenditure_per,education_expenditure_per,unemployment,sanitation,injuries,communicable,noncommunicable,year_dt
Honduras,Latin_America_&_Caribbean,Lower_middle_income,2017,74.9,13.2,9260.00022888184,6.99,4.94,5.53,48.56,380152.5,440876.25,1640631.66,2017
Croatia,Europe_&_Central_Asia,High_income,2017,77.83,2.5,17409.9998474121,6.76,3.85,11.21,71.69,155164.0,43905.57,1267864.74,2017
Haiti,Latin_America_&_Caribbean,Lower_middle_income,2017,63.29,44.6,3329.99992370605,4.79,1.5,13.88,43.99,809789.27,2308417.26,2771484.07,2017
Hungary,Europe_&_Central_Asia,High_income,2017,75.82,2.5,46439.998626709,6.76,4.61,4.16,86.9,346095.98,116478.26,3255999.59,2017
Indonesia,East_Asia_&_Pacific,Lower_middle_income,2017,71.28,5.9,517320.007324219,2.9,2.67,3.88,47.86,5332255.23,17417906.86,54343419.73,2017
India,South_Asia,Lower_middle_income,2017,69.17,13.2,2320409.91210938,2.94,4.31,5.36,39.89,50513560.36,151917798.8,259790683.1,2017
Ireland,Europe_&_Central_Asia,High_income,2017,82.16,2.5,37779.9987792969,7.06,3.51,6.71,82.45,88856.95,47891.1,1015679.28,2017
Iraq,Middle_East_&_North_Africa,Upper_middle_income,2017,70.29,18.8,155080.001831055,4.19,4.6,13.02,42.36,3770394.86,1629954.92,6395231.57,2017
Iceland,Europe_&_Central_Asia,High_income,2017,82.66,2.5,1669.99995708466,8.31,7.58,2.74,78.81,6705.44,3290.42,64831.0,2017
Israel,Middle_East_&_North_Africa,High_income,2017,82.55,2.5,65610.0006103516,7.29,6.06,4.22,92.69,154911.86,104186.95,1494138.52,2017
Italy,Europe_&_Central_Asia,High_income,2017,82.95,2.5,329190.002441406,8.68,4.04,11.21,95.76,1112726.24,553655.36,16040523.66,2017
Jamaica,Latin_America_&_Caribbean,Upper_middle_income,2017,74.27,9.0,7219.99979019165,6.15,5.26,11.63,38.16,60105.7,108412.39,577270.28,2017
Jordan,Middle_East_&_North_Africa,Upper_middle_income,2017,74.29,8.8,26149.9996185303,7.98,3.23,18.14,81.69,197923.96,317369.72,1434947.14,2017
Japan,East_Asia_&_Pacific,High_income,2017,84.1,2.5,1155229.98046875,10.66,3.13,2.8,80.24,3276201.53,1954915.02,30943062.1,2017
Kazakhstan,Europe_&_Central_Asia,Upper_middle_income,2017,72.95,2.5,214580.001831055,3.05,2.75,4.9,40.62,827947.52,588490.41,4268960.03,2017
Kenya,Sub-Saharan_Africa,Lower_middle_income,2017,65.91,25.1,18979.9995422363,4.14,4.96,3.51,21.3,1193374.2,10403164.84,6175311.76,2017
Cambodia,East_Asia_&_Pacific,Lower_middle_income,2017,69.29,7.7,12689.9995803833,5.73,3.2,0.14,47.86,523684.71,1720498.65,3103200.98,2017
Kiribati,East_Asia_&_Pacific,Lower_middle_income,2017,67.85,3.4,90.0000035762787,10.69,10.86,2.1900000000000004,25.68,4732.54,16588.61,35198.73,2017
Kuwait,Middle_East_&_North_Africa,High_income,2017,75.31,2.5,90730.0033569336,4.65,6.37,2.2,100.0,75910.61,68669.19,547844.58,2017
Lebanon,Middle_East_&_North_Africa,Lower_middle_income,2017,78.83,6.8,29319.9996948242,7.79,2.13,10.27,15.75,130554.77,126819.57,1099126.37,2017
Liberia,Sub-Saharan_Africa,Low_income,2017,63.3,36.6,1279.99997138977,9.09,2.66,3.05,9.4,107955.67,1306118.65,632671.97,2017
Sri_Lanka,South_Asia,Lower_middle_income,2017,76.65,4.3,23360.0006103516,3.6,1.98,4.05,32.1,730252.13,597449.67,4291841.43,2017
Lesotho,Sub-Saharan_Africa,Lower_middle_income,2017,52.95,29.5,699.999988079071,10.09,8.16,23.2,42.15,168813.85,1074969.92,445954.55,2017
Lithuania,Europe_&_Central_Asia,High_income,2017,75.48,2.5,11220.0002670288,6.48,3.81,7.07,93.35,140515.79,46017.08,927238.97,2017
Luxembourg,Europe_&_Central_Asia,High_income,2017,82.1,2.5,9000.0,5.26,3.49,5.52,96.72,13925.35,5850.54,124727.52,2017
Latvia,Europe_&_Central_Asia,High_income,2017,74.63,2.5,7119.99988555908,5.97,4.37,8.72,76.52,85209.57,34850.92,655828.16,2017
Morocco,Middle_East_&_North_Africa,Lower_middle_income,2017,76.22,3.7,63520.0004577637,5.23,5.12,9.24,38.38,1109674.53,1606372.32,7366849.1,2017
Moldova,Europe_&_Central_Asia,Upper_middle_income,2017,71.72,3.4,8060.0004196167,7.01,5.62,4.1,40.62,149506.5,106426.6,1139638.64,2017
Madagascar,Sub-Saharan_Africa,Low_income,2017,66.31,42.3,3470.00002861023,4.84,2.7,1.82,9.41,590791.34,6324134.17,3854013.73,2017
Mexico,Latin_America_&_Caribbean,Upper_middle_income,2017,74.95,6.1,471579.986572266,5.46,4.52,3.42,50.06,5074970.67,3794766.45,24415569.65,2017
North_Macedonia,Europe_&_Central_Asia,Upper_middle_income,2017,75.95,2.8,7789.99996185303,6.59,3.3,22.38,12.34,59842.18,36031.29,645740.49,2017
Mali,Sub-Saharan_Africa,Low_income,2017,58.45,3.1,5179.99982833862,3.67,3.79,7.41,17.83,861303.54,10455713.77,3330760.45,2017
Malta,Middle_East_&_North_Africa,High_income,2017,82.35,2.5,1519.99998092651,8.89,4.65,4.0,91.87,9155.35,5663.39,105545.35,2017
Myanmar,East_Asia_&_Pacific,Lower_middle_income,2017,66.56,3.0,32500.0,5.08,2.33,1.56,60.86,2327896.89,5517990.29,12423589.64,2017
Mongolia,East_Asia_&_Pacific,Lower_middle_income,2017,69.51,6.3,19579.9999237061,4.01,4.07,6.36,51.5,173870.3,174769.06,788018.91,2017
Mozambique,Sub-Saharan_Africa,Low_income,2017,59.31,31.4,7210.00003814697,7.76,5.51,3.45,9.4,945027.37,12304175.53,4155584.34,2017
Mauritania,Sub-Saharan_Africa,Lower_middle_income,2017,64.46,8.5,3490.00000953674,3.34,2.13,10.34,21.3,105846.74,654014.08,500493.04,2017
Malawi,Sub-Saharan_Africa,Low_income,2017,63.28,16.6,1190.00005722046,10.89,4.03,5.76,23.45,406598.03,4948217.64,2389662.76,2017
Malaysia,East_Asia_&_Pacific,Upper_middle_income,2017,75.83,3.2,227619.995117188,3.7,4.68,3.41,75.86,801143.21,1233788.07,5354202.28,2017
Niger,Sub-Saharan_Africa,Low_income,2017,61.6,28.5,1909.9999666214,5.57,2.58,0.54,15.01,815499.81,11334045.13,3166463.47,2017
Nicaragua,Latin_America_&_Caribbean,Lower_middle_income,2017,74.07,17.2,5480.00001907349,8.34,4.36,3.3,43.99,167770.37,226754.35,1034566.37,2017
Netherlands,Europe_&_Central_Asia,High_income,2017,81.76,2.5,155759.994506836,10.11,5.18,4.84,97.49,349343.72,189438.96,4134124.88,2017
Norway,Europe_&_Central_Asia,High_income,2017,82.61,2.5,37720.0012207031,10.32,7.91,4.16,64.34,122981.13,58362.57,1138352.82,2017
Nepal,South_Asia,Lower_middle_income,2017,70.17,4.2,12479.9995422363,4.72,4.77,3.32,41.12,885689.55,2954273.69,5479328.32,2017
New_Zealand,East_Asia_&_Pacific,High_income,2017,81.66,2.5,32930.0003051758,9.02,6.26,4.74,81.3,154255.43,44607.07,968990.18,2017
Oman,Middle_East_&_North_Africa,High_income,2017,77.39,8.4,71930.0003051758,3.97,5.84,2.57,86.51,174105.18,111292.38,585000.85,2017
Pakistan,South_Asia,Lower_middle_income,2017,66.95,12.1,198830.001831055,2.9,2.9,3.92,32.1,5945204.74,50472800.65,39693840.2,2017
Panama,Latin_America_&_Caribbean,High_income,2017,78.15,6.7,10130.0001144409,6.91,2.88,3.86,62.86,117255.71,157790.85,658894.23,2017
Peru,Latin_America_&_Caribbean,Upper_middle_income,2017,76.29,7.6,54270.0004577637,4.92,3.93,3.69,45.4,851387.09,1649707.72,4902131.56,2017
Philippines,East_Asia_&_Pacific,Lower_middle_income,2017,70.95,7.5,133500.0,3.96,4.4,2.55,57.1,3221254.99,8991089.2,20421407.24,2017
Papua_New_Guinea,East_Asia_&_Pacific,Lower_middle_income,2017,64.01,23.1,7610.0001335144,2.23,1.96,2.51,47.86,399664.47,1892832.31,1893152.72,2017
Poland,Europe_&_Central_Asia,High_income,2017,77.75,2.5,312859.985351563,6.56,4.56,4.89,90.16,1445093.65,538485.99,10494719.73,2017
Portugal,Europe_&_Central_Asia,High_income,2017,81.42,2.5,53330.0018310547,9.31,5.02,8.87,82.78,219570.97,192038.99,2879525.78,2017
Paraguay,Latin_America_&_Caribbean,Upper_middle_income,2017,73.99,7.8,8060.0004196167,6.61,3.09,4.61,58.13,228167.89,263073.84,1164671.83,2017
Qatar,Middle_East_&_North_Africa,High_income,2017,79.98,2.7,87540.0009155273,2.98,2.97,0.14,97.2,81396.25,30267.94,301037.82,2017
Romania,Europe_&_Central_Asia,High_income,2017,75.31,2.5,74209.9990844727,5.15,3.1,4.93,77.36,702107.22,418365.8,6350644.02,2017
Rwanda,Sub-Saharan_Africa,Low_income,2017,68.34,34.7,1190.00005722046,6.39,3.13,1.14,9.4,419208.85,2209880.19,1722618.61,2017
Saudi_Arabia,Middle_East_&_North_Africa,High_income,2017,74.87,3.7,545070.007324219,6.26,8.02,5.89,55.46,2000056.94,643663.66,5217010.11,2017
Sudan,Sub-Saharan_Africa,Low_income,2017,64.88,11.8,20959.9990844727,6.06,1.43,17.53,9.4,1305714.68,5003909.71,6834392.54,2017
Senegal,Sub-Saharan_Africa,Lower_middle_income,2017,67.38,8.5,9800.00019073486,4.0,4.62,3.69,22.36,344250.34,3144770.08,2177014.17,2017
Singapore,East_Asia_&_Pacific,High_income,2017,83.1,2.5,49139.9993896484,4.36,2.77,4.2,100.0,90858.29,81016.56,826454.97,2017
Solomon_Islands,East_Asia_&_Pacific,Lower_middle_income,2017,72.64,17.7,349.999994039536,4.23,12.11,0.71,47.86,38268.3,87626.32,177283.57,2017
Sierra_Leone,Sub-Saharan_Africa,Low_income,2017,53.9,27.2,939.999997615814,9.4,4.66,4.66,13.25,370362.06,3212165.46,1345818.13,2017
El_Salvador,Latin_America_&_Caribbean,Lower_middle_income,2017,72.87,9.2,6380.00011444092,7.21,3.73,4.39,43.99,360505.81,224784.4,1166204.07,2017
Serbia,Europe_&_Central_Asia,Upper_middle_income,2017,75.54,4.0,47340.0001525879,8.22,3.71,13.48,18.29,273324.18,118619.37,2862947.16,2017
Sao_Tome_and_Principe,Sub-Saharan_Africa,Lower_middle_income,2017,69.93,12.5,140.000000596046,6.46,5.04,13.97,31.29,4243.95,17406.41,32227.24,2017
Suriname,Latin_America_&_Caribbean,Upper_middle_income,2017,71.46,8.3,2500.0,5.94,5.46,7.9,26.11,24127.6,35739.78,132615.74,2017
Slovenia,Europe_&_Central_Asia,High_income,2017,81.03,2.5,14119.9998855591,8.19,4.78,6.56,68.07,86588.11,21435.93,508791.41,2017
Sweden,Europe_&_Central_Asia,High_income,2017,82.41,2.5,38290.0009155273,10.79,7.57,6.72,94.79,240969.41,103165.17,2355683.06,2017
Eswatini,Sub-Saharan_Africa,Lower_middle_income,2017,58.32,12.4,889.999985694885,6.98,6.14,22.75,21.3,68254.91,392042.64,201967.46,2017
Chad,Sub-Saharan_Africa,Low_income,2017,53.71,29.1,2150.00009536743,4.56,2.45,1.12,9.63,583681.28,8435895.84,2323389.14,2017
Togo,Sub-Saharan_Africa,Low_income,2017,60.49,21.0,2069.9999332428,6.49,3.76,3.74,8.71,247347.61,2173030.66,1146840.78,2017
Thailand,East_Asia_&_Pacific,Upper_middle_income,2017,76.68,7.7,258820.007324219,3.84,3.36,0.83,24.94,2588422.51,2735363.03,14760222.71,2017
Tajikistan,Europe_&_Central_Asia,Lower_middle_income,2017,70.65,2.5,7369.99988555908,7.23,5.84,6.95,51.39,243363.59,748344.86,1683184.04,2017
Turkmenistan,Europe_&_Central_Asia,Upper_middle_income,2017,67.96,3.5,73120.002746582,6.94,3.08,4.2,40.62,131525.95,312155.42,1137604.0,2017
Tonga,East_Asia_&_Pacific,Upper_middle_income,2017,70.7,4.0,180.000007152557,5.1,4.32,2.82,34.68,2122.62,5253.74,20076.84,2017
Trinidad_and_Tobago,Latin_America_&_Caribbean,High_income,2017,73.24,6.9,18250.0,6.99,3.58,3.28,62.86,51684.72,47040.58,352172.25,2017
Tunisia,Middle_East_&_North_Africa,Lower_middle_income,2017,76.31,2.5,29959.9990844727,6.85,6.46,15.33,77.35,297045.77,261565.4,2261628.44,2017
Tanzania,Sub-Saharan_Africa,Lower_middle_income,2017,64.48,23.0,11829.9999237061,4.08,4.43,2.18,24.14,1483112.46,14333067.67,8207830.3,2017
Uganda,Sub-Saharan_Africa,Low_income,2017,62.52,28.5,5170.00007629395,4.0,2.25,1.93,9.4,1083543.73,11590015.68,5091861.91,2017
Ukraine,Europe_&_Central_Asia,Lower_middle_income,2017,71.78,2.5,174940.002441406,7.43,5.42,9.5,69.69,2821131.91,1351307.58,17577101.86,2017
Uruguay,Latin_America_&_Caribbean,High_income,2017,77.63,2.5,6099.99990463257,8.82,4.47,7.89,62.86,133496.62,75921.4,842492.77,2017
United_States,North_America,High_income,2017,78.54,2.5,4819370.1171875,16.81,5.11,4.36,98.3,10037852.7,4922672.64,91918644.11,2017
Uzbekistan,Europe_&_Central_Asia,Lower_middle_income,2017,71.39,2.5,109529.998779297,5.08,5.03,5.8,51.39,1089076.86,2041644.67,6832682.07,2017
Vietnam,East_Asia_&_Pacific,Lower_middle_income,2017,75.24,7.2,230449.996948242,4.71,4.09,1.87,47.86,3145771.92,3504320.89,18633103.08,2017
Vanuatu,East_Asia_&_Pacific,Lower_middle_income,2017,70.17,12.3,170.000001788139,2.76,4.53,1.75,47.86,12256.16,26047.19,66130.73,2017
Samoa,East_Asia_&_Pacific,Lower_middle_income,2017,73.05,4.6,310.000002384186,5.57,4.18,8.58,47.74,6621.84,8848.15,42609.98,2017
Zambia,Sub-Saharan_Africa,Low_income,2017,63.04,28.5,6809.99994277954,4.38,3.73,11.63,9.4,500913.94,5152430.9,2515400.8,2017
Zimbabwe,Sub-Saharan_Africa,Lower_middle_income,2017,60.81,12.4,10340.0001525879,7.47,5.82,4.78,26.58,602042.89,4521261.68,2272515.94,2017
Angola,Sub-Saharan_Africa,Lower_middle_income,2018,60.78,15.7,23959.9990844727,2.54,2.04,7.42,21.3,1158963.53,7474999.86,4055077.37,2018
Albania,Europe_&_Central_Asia,Upper_middle_income,2018,78.46,4.6,5110.0001335144,5.23,3.25,12.3,47.39,80863.83,53068.75,625477.23,2018
United_Arab_Emirates,Middle_East_&_North_Africa,High_income,2018,77.81,6.2,177119.995117188,4.15,3.87,2.35,97.9,382398.7,120350.89,1568154.31,2018
Argentina,Latin_America_&_Caribbean,Upper_middle_income,2018,76.52,3.4,176899.993896484,9.67,4.88,9.22,38.16,1455008.45,1444052.37,9562437.21,2018
Armenia,Europe_&_Central_Asia,Upper_middle_income,2018,74.94,2.9,5710.00003814697,10.01,2.26,18.97,66.11,77822.54,68406.13,777588.26,2018
Antigua_and_Barbuda,Latin_America_&_Caribbean,High_income,2018,76.89,4.4,509.999990463257,4.85,2.64,7.41,62.86,2162.06,2415.23,19329.36,2018
Australia,East_Asia_&_Pacific,High_income,2018,82.75,2.5,387070.007324219,9.16,5.12,5.3,72.33,740289.3,215989.71,5215443.84,2018
Austria,Europe_&_Central_Asia,High_income,2018,81.69,2.5,63060.001373291,10.32,5.22,4.85,99.64,223597.89,75111.35,2215363.91,2018
Azerbaijan,Europe_&_Central_Asia,Upper_middle_income,2018,72.86,2.5,32729.9995422363,3.56,2.46,4.9,21.92,246823.74,508519.04,2388581.76,2018
Burundi,Sub-Saharan_Africa,Low_income,2018,61.25,28.5,689.999997615814,8.24,5.08,1.59,9.4,499014.05,3577579.26,1612728.54,2018
Belgium,Europe_&_Central_Asia,High_income,2018,81.6,2.5,93660.0036621094,10.76,6.38,5.95,87.06,371266.36,166632.87,2838541.08,2018
Benin,Sub-Saharan_Africa,Lower_middle_income,2018,61.47,8.1,7420.00007629395,2.5,2.93,1.47,21.3,407410.44,4288970.49,1878390.43,2018
Burkina_Faso,Sub-Saharan_Africa,Low_income,2018,61.17,12.7,4670.00007629395,4.91,5.49,4.69,9.4,982292.59,9144973.44,4134304.64,2018
Bangladesh,South_Asia,Lower_middle_income,2018,72.32,11.5,83449.9969482422,2.51,2.05,4.41,36.69,3211723.45,12219443.0,27602139.69,2018
Bulgaria,Europe_&_Central_Asia,Upper_middle_income,2018,74.96,2.8,40900.0015258789,7.34,3.88,5.21,68.6,256934.63,115745.82,2893654.12,2018
Bahrain,Middle_East_&_North_Africa,High_income,2018,77.16,2.7,30809.9994659424,4.14,2.37,1.2,90.02,28409.56,18139.26,230768.79,2018
Belarus,Europe_&_Central_Asia,Upper_middle_income,2018,74.18,2.5,58950.0007629395,5.53,5.38,4.76,74.35,474553.12,149965.99,3106235.34,2018
Belize,Latin_America_&_Caribbean,Upper_middle_income,2018,74.5,6.7,629.999995231628,5.82,7.47,6.64,38.16,19315.44,19711.3,65346.14,2018
Bolivia,Latin_America_&_Caribbean,Lower_middle_income,2018,71.24,12.1,23229.9995422363,6.64,8.9,3.52,49.95,382903.33,1048425.1,2206065.07,2018
Brazil,Latin_America_&_Caribbean,Upper_middle_income,2018,75.67,2.5,433989.990234375,9.46,6.09,12.33,46.84,9760000.11,9296911.39,45986852.09,2018
Barbados,Latin_America_&_Caribbean,High_income,2018,79.08,4.1,1240.00000953674,6.56,5.43,8.32,62.86,7027.68,9427.51,80292.08,2018
Bhutan,South_Asia,Lower_middle_income,2018,71.46,14.4,1049.99995231628,3.24,6.85,2.44,64.05,20231.42,64127.81,131820.41,2018
Central_African_Republic,Sub-Saharan_Africa,Low_income,2018,52.8,46.8,230.000004172325,11.0,1.57,5.61,14.29,422377.57,3068867.31,985014.99,2018
Canada,North_America,High_income,2018,82.05,2.5,580090.026855469,10.81,4.9,5.83,83.97,920651.81,427680.55,8472235.28,2018
Switzerland,Europe_&_Central_Asia,High_income,2018,83.75,2.5,37479.9995422363,11.38,4.86,4.71,99.64,222056.47,83449.88,1931626.42,2018
Chile,Latin_America_&_Caribbean,High_income,2018,80.04,2.7,86610.0006103516,9.16,5.43,7.23,75.71,515863.26,289497.35,3643633.88,2018
China,East_Asia_&_Pacific,Upper_middle_income,2018,76.7,2.5,10502929.6875,5.17,3.54,4.28,64.02,35676249.85,22614056.41,319066226.4,2018
Cote_d'Ivoire,Sub-Saharan_Africa,Lower_middle_income,2018,57.42,5.2,10189.9995803833,3.12,3.24,3.29,21.3,771608.43,8216834.0,3688643.85,2018
Cameroon,Sub-Saharan_Africa,Lower_middle_income,2018,58.92,6.9,9590.00015258789,3.47,3.03,3.62,21.3,1025036.88,8527449.18,4187538.6,2018
Colombia,Latin_America_&_Caribbean,Upper_middle_income,2018,77.11,6.2,78589.9963378906,7.63,4.45,9.11,18.02,2075076.15,1350135.13,8041279.13,2018
Comoros,Sub-Saharan_Africa,Lower_middle_income,2018,64.12,12.4,300.000011920929,4.9,2.74,8.08,21.3,22878.13,119656.08,117403.68,2018
Costa_Rica,Latin_America_&_Caribbean,Upper_middle_income,2018,80.1,3.2,8369.99988555908,7.3,6.77,9.63,30.49,147258.66,86451.33,843271.68,2018
Cuba,Latin_America_&_Caribbean,Upper_middle_income,2018,78.73,2.5,26709.9990844727,11.19,10.41,1.7,36.87,339345.78,254303.55,2911280.03,2018
Cyprus,Europe_&_Central_Asia,High_income,2018,80.83,2.5,7199.99980926514,6.77,6.33,8.37,77.08,30456.65,11564.29,269323.42,2018
Germany,Europe_&_Central_Asia,High_income,2018,80.89,2.5,707700.012207031,11.45,4.98,3.38,97.12,1981296.29,961742.23,24120828.9,2018
Djibouti,Middle_East_&_North_Africa,Lower_middle_income,2018,66.58,13.1,400.000005960464,2.26,3.63,26.19,36.24,35176.17,250590.33,176511.42,2018
Denmark,Europe_&_Central_Asia,High_income,2018,80.95,2.5,33130.0010681152,10.07,6.79,5.13,91.66,119128.15,72329.11,1488290.28,2018
Dominican_Republic,Latin_America_&_Caribbean,Upper_middle_income,2018,73.89,6.1,25309.9994659424,5.73,3.93,5.86,38.16,454543.48,737609.71,2120634.55,2018
Algeria,Middle_East_&_North_Africa,Lower_middle_income,2018,76.69,2.5,165539.993286133,6.16,5.87,10.42,18.07,1196186.9,1563511.22,7293784.24,2018
Ecuador,Latin_America_&_Caribbean,Upper_middle_income,2018,76.8,11.6,40139.9993896484,7.86,4.62,3.53,41.75,682717.5,686986.96,2943202.18,2018
Eritrea,Sub-Saharan_Africa,Low_income,2018,65.94,28.5,850.000023841858,4.13,3.34,5.95,9.4,273167.0,1457258.22,969662.21,2018
Spain,Europe_&_Central_Asia,High_income,2018,83.43,2.5,257040.008544922,8.99,4.18,15.25,95.67,904550.92,496820.74,11148868.97,2018
Estonia,Europe_&_Central_Asia,High_income,2018,78.24,2.5,15319.9996948242,6.69,5.26,5.37,93.01,45313.44,17849.5,393384.16,2018
Ethiopia,Sub-Saharan_Africa,Low_income,2018,66.24,18.2,17239.9997711182,3.31,5.07,2.32,6.28,2880294.65,22770405.22,12862187.57,2018
Finland,Europe_&_Central_Asia,High_income,2018,81.73,2.5,44580.0018310547,9.04,6.28,7.36,84.1,176835.77,37528.11,1441475.16,2018
Fiji,East_Asia_&_Pacific,Upper_middle_income,2018,67.34,5.5,1629.99999523163,3.42,4.84,4.33,34.89,25704.54,51002.49,250626.68,2018
France,Europe_&_Central_Asia,High_income,2018,82.68,2.5,307049.987792969,11.19,5.41,9.02,78.6,1911053.39,758017.04,15156654.55,2018
United_Kingdom,Europe_&_Central_Asia,High_income,2018,81.26,2.5,360730.010986328,9.9,5.17,4.0,98.07,1294478.2,1019009.14,17161465.67,2018
Georgia,Europe_&_Central_Asia,Upper_middle_income,2018,73.6,7.8,9569.99969482422,7.11,3.52,12.67,35.02,136647.96,96439.12,1231871.19,2018
Ghana,Sub-Saharan_Africa,Lower_middle_income,2018,63.78,6.2,18680.0003051758,3.49,3.89,4.28,12.4,866262.23,6647801.59,4906354.3,2018
Guinea,Sub-Saharan_Africa,Low_income,2018,61.18,28.5,3750.0,3.64,2.38,4.98,9.4,484370.22,4935474.63,2164408.77,2018
Guinea-Bissau,Sub-Saharan_Africa,Low_income,2018,58.0,28.5,319.999992847443,7.63,2.14,5.98,11.13,80147.21,572448.93,316533.37,2018
Greece,Europe_&_Central_Asia,High_income,2018,81.79,2.5,65019.9966430664,7.96,3.6,19.29,90.17,234273.1,135253.34,2993363.01,2018
Grenada,Latin_America_&_Caribbean,Upper_middle_income,2018,72.38,7.3,319.999992847443,4.58,3.55,6.94,38.16,2963.93,3772.77,25604.64,2018
Guatemala,Latin_America_&_Caribbean,Upper_middle_income,2018,74.06,16.2,18319.9996948242,6.12,3.14,2.28,38.16,953616.01,1145763.68,2934349.58,2018
Guyana,Latin_America_&_Caribbean,Upper_middle_income,2018,69.77,5.4,2589.99991416931,4.9,4.45,14.02,38.16,49707.08,61099.04,198626.46,2018
Honduras,Latin_America_&_Caribbean,Lower_middle_income,2018,75.09,13.1,10050.0001907349,7.22,6.06,5.65,48.95,385545.09,434515.72,1682928.09,2018
Croatia,Europe_&_Central_Asia,High_income,2018,78.07,2.5,16430.0003051758,6.78,3.91,8.43,70.39,155621.89,43376.34,1269946.12,2018
Haiti,Latin_America_&_Caribbean,Lower_middle_income,2018,63.66,45.4,3289.99996185303,4.57,1.63,13.86,43.99,806255.53,2249356.04,2821355.09,2018
Hungary,Europe_&_Central_Asia,High_income,2018,76.07,2.5,46400.0015258789,6.55,4.62,3.71,87.72,347566.05,113914.14,3282122.47,2018
Indonesia,East_Asia_&_Pacific,Lower_middle_income,2018,71.51,5.9,576989.990234375,2.87,3.0,4.4,47.86,5649586.46,16582460.39,55176593.98,2018
India,South_Asia,Lower_middle_income,2018,69.42,13.3,2451929.93164063,2.95,4.36,5.33,41.9,52638934.26,148011381.3,266014412.2,2018
Ireland,Europe_&_Central_Asia,High_income,2018,82.2,2.5,37659.9998474121,6.86,3.39,5.74,82.66,90089.29,48311.03,1031834.07,2018
Iraq,Middle_East_&_North_Africa,Upper_middle_income,2018,70.45,18.1,163149.993896484,4.24,4.6,12.97,42.89,2071431.27,1548591.0,6584903.07,2018
Iceland,Europe_&_Central_Asia,High_income,2018,82.86,2.5,1700.00004768372,8.44,7.56,2.7,81.24,6652.81,3307.38,65972.43,2018
Israel,Middle_East_&_North_Africa,High_income,2018,82.8,2.5,61080.0018310547,7.53,6.11,4.0,93.45,161447.84,104809.15,1533535.34,2018
Italy,Europe_&_Central_Asia,High_income,2018,83.35,2.5,324880.004882813,8.68,4.26,10.61,95.77,1152439.59,552161.29,16205478.44,2018
Jamaica,Latin_America_&_Caribbean,Upper_middle_income,2018,74.37,8.1,8609.99965667725,5.97,5.41,9.1,38.16,60858.13,106672.33,584585.93,2018
Jordan,Middle_East_&_North_Africa,Upper_middle_income,2018,74.4,11.2,24780.0006866455,7.78,2.98,18.27,81.89,261018.55,316236.36,1518047.42,2018
Japan,East_Asia_&_Pacific,High_income,2018,84.21,2.5,1116150.02441406,10.75,3.08,2.4,80.64,3301608.04,1998135.77,31122112.3,2018
Kazakhstan,Europe_&_Central_Asia,Upper_middle_income,2018,73.15,2.5,216600.006103516,2.82,2.62,4.85,40.62,827780.84,578629.74,4333651.24,2018
